node,score
Food_loss_and_waste_to_be_part_of_national_climate_strategies,0
"Jalkanen,_L..",0
Swedish_food_retailers_promoting_climate_smarter_food_choices—Trapped_between_visions_and_reality?,0
O.,0
Prajal_Pradhan,0
Lorraine_Balaine,0
Proc._Waste:_The_Social_Context,0
Penny_Gordon-Larsen,0
"Recycling,_recovering_and_preventing_“food_waste”:_competing_solutions_for_food_systems_sustainability_in_the_United_States_and_France",0
Pakistan_Journal_of_Nutrition,0
Drivers_of_food_waste_and_their_implications_for_sustainable_policy_development,0
Kirsi_Usva,0
"Hazas,_M.",0
government,0
Lara_Manzocco,0
Technological_and_Consumer_Strategies_to_Tackle_Food_Wasting,0
"Staikos,_T.",0
W.F._Huang,0
Marlieke_Penninx,0
Ceren_Hic,0
Nigel_Wright,0
From_Waste_to_Resource:_The_Trade_in_Wastes_and_Global_Recycling_Economies,0
"Reinikainen,_A",0
YORK_UNIVERSITY,0
Food_Wastage_in_Turkey:_An_Exploratory_Survey_on_Household_Food_Waste,0
Purificación_García-Segovia,0
A_Change_for_the_Better?_Digital_Health_Technologies_and_Changing_Food_Consumption_Behaviors,0
Journal_of_Environmental_Management,0
3,0
K_Arshinder,0
S_Franco,0
K._Boonroda,0
Why_doorstepping_can_increase_household_waste_recycling,0
Throwing_It_All_Away:_Exploring_Affluent_Consumers'_Attitudes_Toward_Wasting_Edible_Food,0
110,0
Economic_benefits_from_food_recovery_at_the_retail_stage:_an_application_to_Italian_food_chains,0
L_Steg,0
http://www.w3.org/2001/XMLSchema#short,0
Yrjö_Virtanen,0
S._Bonnet,0
An_observational_study_of_refrigerator_food_storage_by_consumers_in_controlled_conditions,0
Veronica_Sharp,0
Hervé_Corvellec,0
Journal_of_Management_and_Finance,0
The_causes_of_food_waste_in_the_supplier–retailer_interface:_Evidences_from_the_UK_and_Spain,0
Information_sharing_and_curbside_recycling:_A_pilot_study_to_evaluate_the_value_of_door-to-door_distribution_of_informational_literature,0
Gang_Liu,0
Effie_Papargyropoulou,0
Jørgen_Dejgård_Jensen,0
Allowing customers to choose how many eggs they purchase,0
Comparative_Analysis_of_Composting_as_a_Municipal_Solid_Waste_Treatment_Process_in_India,0
M_Martin,0
food_security,0
Joseph_Langley,0
"CARDONE,_G.",0
Food_waste_volume_and_origin:_Case_studies_in_the_Finnish_food_service_sector,0
DC_Love,0
The_influence_of_packaging_attributes_on_recycling_and_food_waste_behaviour_e_An_environmental_comparison_of_two_packaging_alternatives,0
Mathias_Funk,0
A_Jellil,0
Alessandro_Perego,0
Alaster_Yoxall,0
Mercedes_Hortal,0
Modelling_of_food_loss_within_life_cycle_assessment:_From_current_practice_towards_a_systematisation,0
"Lim,_V.",0
Marie_Briguglio,0
Rutten,0
M.P.R._Gordona,0
"Høj,_S.B.",0
A_Matter_of_Waste:_Making_experiences_and_perceptions_of_household_food_waste_visible,0
Flemming_Møller,0
Miranda_Mirosa_Harriet_Munro_Ella_Mangan-Walker_David_Pearson,0
M_Sahakian,0
Leiden_University,0
K_Rousta,0
Kaisa_Grönman,0
Jai_Shanker_Pandey,0
Cait_Lamberton,0
L_Secondi,0
Chen_Liu,0
Ada_Rocha,0
Secondary_Data,0
Jad_Chaaban,0
Dragana_Vojteski_Kljenak,0
publishedIn,0
Food_Waste_in_Retailing_Stores_in_Sweden_A_welfare_simulation_analysis,0
Christina_D_Economos,0
Isabel_Ordonez,0
K_Lasaridi,0
Norbert_L.W._Wilson,0
Recycling_Behaviour_Among_Householders:_Synthesizing_Determinants_Via_a_Meta-analysis,0
Jayne_Cox,0
Antonio_Lobo,0
"Chabada,_L.",0
A_Azapagic,0
Washington,0
Social_&_Cultural_Geography,0
Point_to_key_factors,0
"Schenck,_R..",0
Priority_research_questions_for_the_UK_food_system,0
K_Venkat,0
Food_waste_paradox:_antecedents_of_food_disposal_in_low_income_households,0
ALB_EVERS,0
Using Anaerobic digestion to treat food waste local authorities and businesses,0
f27dad70284dd4fb89d475092626a2100b22,0
"Disrupting_household_food_consumption_through_experimental_HomeLabs:_Outcomes,_connections,_contexts",0
Tania_Hernández_Cervantes,0
N.K.L._Robinson,0
Environmental_Impacts_of_Dietary_Recommendations_and_Dietary_Styles:_Germany_As_an_Example,0
Key_characteristics_and_success_factors_of_supply_chain_initiatives_tackling_consumer-related_food_waste–A_multiple_case_study,0
19th_IAPRI_World_Conference_on_Packaging,0
A_Syroegina,0
University_of_Guelph,0
KA_Johnson,0
Planning_food_waste,0
Funding,0
Breanna_Wright,0
Michelle_Coyne,0
NE_Orias,0
Habitat_International,0
Carly_Fraser,0
The_progressive_increase_of_food_waste_in_America_and_its_environmental_impact,0
Sylvain_Charlebois,0
Sanaa_Pirani,0
An_overview_of_food_waste_management_in_developing_countries:_current_status_and_future_perspective,0
"SASSI,_K..",0
This_apple_is_too_ugly_for_me!:_Consumer_preferences_for_suboptimal_food_products_in_the_supermarket_and_at_home,0
"LCA_Modelling,_MFA",0
Bread_and_Bakery_Products_Waste_in_Selected_Mediterranean_Arab_Countries,0
Moira_Matsubuchi-Shaw,0
"Binning,_gifting_and_recovery:_the_conduits_of_disposal_in_household_food_consumption",0
What_A_Wasteful_Day!_Food_Waste_In_The_Daily_Lives_Of_Dutch_Households,0
Explaining_and_promoting_household_food_waste-prevention_by_an_environmental_psychological_based_intervention_study,0
Food_waste_within_households:_a_review_on_the_generated_quantities_and_potential_for_prevention,0
Lord_Stoddart_of_Swindon,0
L_Shearer,0
"Lindner,_J.P..",0
2021-07-23T00:00:00,0
Zsuzsa_Gille,0
G_Thondhlana,0
RL_magazine,0
"Fristoe,_T.S.",0
f27dad70284dd4fb89d475092626a2100b23,0
Food_Waste_from_Swedish_Grocery_Stores._What_can_the_grocery_stores_do_to_reduce_it?,0
Using_economic_benefits_for_recycling_in_a_separate_collection_centre_managed_as_a_‘‘reverse_supermarket’’:_A_sociological_survey,0
The_greenhouse_gas_profile_of_a_“Hungry_Planet”;__quantifying_the_impacts_of_the_weekly_food_purchases__including_associated_packaging_and_food_waste_of_three__families,0
"Keoleian,_G.A..",0
Modeling_the_causes_of_food_wastage_in_Indian_perishable_food_supply_chain,0
"Hyman,_J.",0
Haste_To_No_Waste:_A_Multi-Component_Food_Waste_Study_in_a_University_Dining_Facility,0
"Gustafsson,_J..",0
34,0
relatesTo,0
"Stojceska,_V.",0
A.D.,0
Choose-your-own-egg_stand,0
Nick_Pidgeon,0
Jean_C._Buzby,0
ISIE_Asia-Pac,0
Quantitative_assessment_of_distance_to_collection_point_and_improved_sorting_information_on_source_separation_of_household_waste,0
Barry_M_Popkin,0
Environmental_monitoring_and_assessment,0
Nations,0
Lahcen_EL_YOUSSFI,0
Italian_consumers’_income_and_food_waste_behavior,0
Proceedings_in_Food_System_Dynamics,0
Food_waste_prevention_in_Europe_–_A_cause-driven_approach_to_identify_the_most_relevant_leverage_points_for_action,0
BMC_pediatrics,0
S_Oelofse,0
Report,0
Konstadinos_Abeliotis,0
J_Appaiah_Singh,0
Champions_12.3,0
E,0
N_Wickli,0
"Food_waste,_sustainability,_and_the_corporate_sector:_case_study_of_a_US_food_company",0
Value_from_Food_Waste_fund,0
"Balestrini,_C.G.",0
0,0
Packaging’s_Role_in_Minimizing_Food_Loss_and_Waste_Across_the_Supply_Chain,0
L_Dahlén,0
Encouraging_pro-environmental_behaviour:_An_integrative_review_and_research_agenda,0
Denis_Flick,0
The_devolution_of_urban_food_waste_governance:_Case_study_of_food_rescue_in_Los_Angeles,0
KANSAS_STATE_UNIVERSITY,0
Household_behaviour_and_attitudes_with_respect_to_recycling_food_waste_experiences_from_focus_groups,0
T_Bhardwaj,0
Marie_L._Spiker,0
consumer_food_waste,0
W_de_Lange,0
Mediterranean_diet:_from_a_healthy_diet_to_a_sustainable_diet_pattern,0
Down_with_food_waste:_UK_parliament_should_debate_the_Food_Waste_(Reduction)_Bill,0
Daniel_Ljungberg,0
The_disposal_of_place:_facing_modernity_in_the_kitchen-diner,0
Zaini_bin_Ujang,0
Understanding_the_role_of_waste_prevention_in_local_waste_management:_A_literature_review.,0
Reframing_communications_that_encourage_individuals_to__reduce_food_waste,0
H_Nomura,0
4.968,0
Carol_W._Brannon,0
Purabi_R._Ghosh,0
Food_waste_in_the_United_States:_A_contributing_factor_toward_environmental_instability,0
Antonio_Dobon,0
M.C.,0
A._D._Parry,0
Surplus_food_recovery_and_donation_in_Italy:_the_upstream_process,0
Journal_of_Food_Products_Marketing,0
Environmental_footprints_of_Mediterranean_versus_Western_dietary_patterns:_beyond_the_health_benefits_of_the_Mediterranean_diet,0
Géraldine_Chaboud,0
Literature_Review,0
F_Wikström,0
Household_food_waste:_the_implications_of_consumer_choice_in_food_from_purchase_to_disposal,0
Food_waste_volume_and_composition_in_Finnish_households,0
Review_and_workshop,0
B_Richter,0
Methods_to_Reduce_the_Effect_of_Unsalable_Items_within_the_Food_Supply_Chain,0
Conference_paper,0
Consumer-related_food_waste:_causes_and_potential_for_action,0
Junya_Yano,0
S_Biswas,0
Jessica_Gurevitch,0
Economics_and_Business,0
Visual_Prompts_or_Volunteer_Models:_An_Experiment_in_Recycling,0
"Debs,_P.",0
K_Brown,0
Life_cycle_assessment_of_edible_insects_for_food_protein:_a_review,0
D.,0
Anton_Nahman,0
30,0
"Clear,_A.K.",0
Academic,0
Nam_Phong_Lec,0
Intelligent_label-a_new_way_to_support_food_waste_reduction,0
Proceedings_of_the_2013_International_Conference_on_Sustainable_Development_Practice,0
Edd_de_Coverly,0
Does_Information_on_Food_Dating_Influence_Consumer_In‐store_Purchasing_Behavior?,0
UK,0
Joanne_F.,0
F_Kobukowski,0
Madeleine_Pullman,0
food_waste_in_animal_feed,0
Household_Food_Waste:_Multivariate_Regression_and_Principal_Components_Analyses_of_Awareness_and_Attitudes_among_US_Consumers,0
creating_landmarks,0
Household_food_waste_prevention:_How_to_design_and_evaluate_technological_interventions?,0
Policy_Paper_or_Report,0
K_Bolton,0
102,0
"Recover,_Redistribute,_and_Reduce:_Food_Waste_in_the_Stanford_Community",0
Identifying_factors_that_promote_consumer_behaviours_causing_expired_domestic_food_waste,0
Y.C._Dai,0
Hamid_EL_BILALI,0
N_Langen,0
Diogo_M._Souza-Monteiro,0
Josefine_Skaret,0
Karli_Verghese,0
Lotta_Heikkilä,0
Separate_collection_of_household_waste,0
"Blonk,_H..",0
"Food_losses_and_food_waste__Extent,_underlying_drivers_and__impact_assessment_of_prevention_approaches",0
DEFRA,0
Liv_Södahl,0
Foodwaste_collection,0
Addressing_Food_Loss_and_Waste,0
"Bilska,_B.",0
Sara_Corrado,0
Y_Liu,0
Cornell_University,0
How_to_induce_a_change_in_people’s_food_waste_behavior?_Contributions_of_the_Foot-in-the-Door_technique_in_a_computerized_context,0
Per_Åhlander,0
Waste_Composition_Analysis,0
S._Van_Ewijk,0
C_Vlek,0
Household_food_waste_separation_behavior_and_the_importance__of_convenience,0
local_authorities,0
22,0
Food_Losses_and_Waste_in_China_and_Their_Implication_for_Water_and_Land,0
"Out_of_Sight,_out_of_Mind:_Finding_a_Solution_to_Food_Waste_in_America",0
The_effect_of_gender_and_age_structure_on_municipal_waste_generation_in_Poland,0
Alternative_Food_Venues_and_Food_Waste:_From_Cultivation_to_Consumption,0
Axel_Tuma,0
Reducing_food_waste_in_food_manufacturing_companies,0
Food_waste_and_domestic_refrigeration:_a_visceral_and_material_approach,0
Webber,0
David_S._Reaya,0
F_Syversen,0
Journal_of_Economic_Surveys,0
Businesses,0
Stewart_Barr,0
Quality_Assurance_of_Food_versus_Limiting_Food_Loss_and_Waste,0
"Thesmar,_H.S.",0
Review,0
Amy_Creedy,0
Karen_Henwood,0
Environmental_impacts_of_food_consumption_in_Europe,0
Klaus-Rainer_Bräutigam,0
Kelly_J._Shanklin,0
Katie_Brown,0
Jennifer_M_Poti,0
Nutrition_Bulletin,0
Dirk_Van_Goubergen,0
Food_waste_within_global_food_systems._A_Global_Food_Security_report,0
countries,0
Convention,0
waste_and_resource_efficiency,0
Z_Chu,0
3.745,0
Proceedings_of_the_Institution_of_Civil_Engineers,0
Jaz_Hee-Jeong_Choi,0
Risk_of_food_losses_and_potential_of_food_recovery_for_social_purposes,0
Julia_Piantadosi,0
G_Liu,0
Food_Quality_and_Safety_Assurance_in_Terms_of_Loss_and_Waste_Limitation,0
Maria_Cristina_Nicoli,0
The_climate_change_and_economic_impacts_of_food_waste_in_the_United_States,0
Activity,0
Applying_Value_Stream_Mapping_to_reduce_food_losses_and_wastes_in_supply_chains:_A_systematic_review,0
C.J._Li,0
M_Lundin,0
Book_Chapter,0
Arne_Geschke,0
implement,0
CR_Schlechter,0
"Darlington,_R.",0
PK_Pandey,0
Use_food_waste_as_resource,0
Food_Provisioning_and_the_Domestic_Food_Handling_Practices_of_the_Over_60s_in_the_North_East_of_England,0
"Friday,_A..",0
VHM_Visschers,0
Manuela_Gheoldus,0
"Toward_a_Life_Cycle-Based,_Diet-level_Framework_for_Food_Environmental_Impact_and_Nutritional_Quality_Assessment:_A_Critical_Review",0
From_Waste_to_Delicacy:_Collective_Innovation_in_Food_Disposition_Practices_Through_Blogging,0
From_the_table_to_waste:_An_exploratory_study_on_behaviour_towards_food_waste_of_Spanish_and_Italian_youths,0
Jürgen_P._Kropp,0
Food_Waste_in_a_School_Nutrition_Program_After_Implementation_of_New_Lunch_Program_Guidelines,0
"Katajajuuri,_J.-M.",0
H_Sælen,0
Klara_M._Brüggemann,0
"Lundqvist,_J.",0
the problem is not only recyclable waste or packaging waste; a lot of the waste that goes into dustbins is food waste due to excess buying,0
The_Role_of_Sustainability_Certification_Programs_in_Reducing_Food_Waste_in_Tourism,0
"Yiannas,_F.",0
"Survey,_Model",0
Geoff_Heppell,0
Journal_of_Food_and_Nutrition_Research_4,0
Terry_L_TUDOR,0
Life-Cycle_Costing_of_Food_Waste_Management_in_Denmark:_Importance_of_Indirect_Effects,0
Unmaking_Waste_Conference_Proceedings,0
Felfel,0
Sanja_Hakkarainen,0
"Serra-Majem,_L..",0
S_Skujeniece,0
Finland,0
Francesco_BOTTALICO,0
"Commentary:_Waste_Not,_Want_Not:_Can_Consumer_Behavior_Research_Help_Reduce_Food_Waste?",0
H_Williams,0
Spaghetti_soup:_The_complex_world_of_food_waste_behaviours,0
"Food_consumption_and_waste_and_the_embedded_carbon,_water_and_ecological_footprints_of_households_in_China",0
Alkan_KARANLIK,0
Michael_Marcenelle,0
Proceedings_of_the_Institution_of_Civil_Engineers-Energy,0
f27dad70284dd4fb89d475092626a2100b27,0
S._Miafodzyeva,0
68,0
The_International_Journal_of_Life_Cycle_Assessment,0
Stephanie_Anzman-Frasca,0
The_Role_of_Household_Food_Waste_in_Comparing_Environmental_Impacts_of_Packaging_Alternatives,0
Manufacturers,0
Anne_Siu,0
KR_Bräutigam,0
Waste_prevention_and_social_preferences:_the_role_of_intrinsic_and_extrinsic_motivations,0
Alexander_Mathys,0
Food_waste_reduction_in_supermarkets–Net_costs_and_benefits_of_reduced_storage_temperature,0
Destefano,0
"Resources,_Conservation_and_Recycling",0
Environmental_Implications_of_Dynamic_Policies_on_Food_Consumption_and_Waste_Handling_in_the_European_Union,0
Perceived_key_elements_of_a_successful_residential_food_waste_sorting_program_in_urban_apartments:_Stakeholder_views,0
"Heller,_M.C.",0
E_Imbert,0
Katarzyna_Staniewska,0
3.453,0
Alice_Grønhøj,0
Organisational_Behaviour_Change_Towards_Waste_Reuse_In_The_Uk_Third_Sector,0
Sirén,0
Juha-Matti_Katajajuuri,0
Attitudes_and_behaviour_of_Greek_households_regarding_food_waste_prevention,0
Consumer-related_Food_waste:_A_Test_of_VBN_theory_of_environmentalism,0
S_Zhang,0
Gustavo_Porpino,0
N.,0
Lena_Ekelund_Erik_Hunter_Sara_Spendrup_Heléne_Tjärnemo,0
Catering_suppliers,0
Gabriele_Mack,0
Food_Waste_and_Sustainable_Food_Waste_Management_in_the_Baltic_Sea_Region:_Ch4_Methods_of_Food_Waste_Reduction,0
"Fryer,_P..",0
Life_cycle_assessment_of_the_average_Spanish_diet_including_human_excretion,0
Dragica_Jovancevic,0
0.603,0
XCS_Rivera,0
Facilitating_opportunities_for_social_learning_about_sustainable_waste_management,0
report,0
Survey_(Secondary),0
Meier,0
Helen._E._Kendall,0
M_McKay,0
Life_cycle_environmental_impacts_of_convenience_food:_Comparison_of_ready_and_home-made_meals,0
Yeqing_Liu,0
"Bach-Faig,_A..",0
Addressing_food_waste_reduction_in_Denmark,0
Magnitude_of_“food_loss”_in_Belgian_food_processing_industry:_Results_from_multiple_case_studies,0
Juliana_Cohen,0
Kovaleva,0
Magazine_Article,0
Issue,0
Jun_Hu,0
Ramy_Salemdeeb,0
C.,0
"Williams,_P.",0
Shigemi_Kagawa,0
Ingrid_Strid,0
R_Martin,0
Press_Release,0
B_Wang,0
household_food_waste,0
Deliberation,0
Luca_Secondi,0
Dr_Alan_Whitehead,0
Food_Security,0
K_Parizeau,0
http://www.w3.org/2001/XMLSchema#negativeInteger,0
Journal_of_nutrition_education_and_behavior,0
PA_Hansson,0
Yoshiaki_Totoki,0
Mohsen_Bagnied,0
210,0
Carbon_footprint_of_food_waste_management_options_in_the_waste_hierarchy–a_Swedish_case_study,0
http://www.w3.org/1999/02/22-rdf-syntax-ns#XMLLiteral,0
Estimating_informal_household_food_waste_in_developed_countries:_The_case_of_Australia,0
"Aldred,_T.",0
Food_and_nutrition_security:_challenges_of_post-harvest_handling_in_Kenya,0
Harald_Rohm,0
Food_Wasting_on_Consumption_Level:_Analysis_of_the_Situation_in_Latvia_Compared_to_Global_Tendencies,0
Food_waste_in_Australia:_the_freegan_response,0
Crossing_the_threshold:_Municipal_waste_policy_and_household_waste_generation.,0
Hidden_Mountain_The_Social_Avoidance_of_Waste,0
Shelf_life_extension_and_food_waste_reduction,0
http://www.w3.org/2002/07/owl#Nothing,0
NFPOs,0
"Food,_waste_and_safety:_negotiating_conflicting_social_anxieties_into_the_practices_of_domestic_provisioning",0
composting,0
Kambiz_Ahmadi,0
london,0
Beth_Padera,0
B_Grandhi,0
"Danna,_N..",0
MK_Harder,0
Political_Party,0
Serenella_Sala,0
Costs_of_food_waste_in_South_Africa:_Incorporating_inedible_food_waste,0
M_Smyth,0
Siti_Mazwin_Kamaruddin,0
Y_Qian,0
Understanding_Beliefs_Underpinning_Food_Waste_in_the_Framework_of_the_Theory_of_Planned_Behaviour,0
"Applied_Intervention,_Waste_composition_analysis",0
Total_and_per_capita_value_of_food_loss_in_the_United_States_–_Comments,0
Bodil_Stilling_Blichfeldt,0
Steven_M._Finn,0
Beyond_calorie_counting:_assessing_the_sustainability_of_food_provided_for_public_consumption,0
Roberto_CAPONE,0
Environment_and_Planning_D:_Society_and_Space,0
Household_food_waste_behaviour_in_EU-27_countries:_A_multilevel_analysis,0
117,0
C_Cornejo,0
Germany,0
Global_Environmental_Change,0
University_of_Canterbury,0
Hohskolan_Kristianstad,0
"Sert,_S.",0
Waddington_Europe,0
food_waste,0
Geography_Compass,0
Quantifying_food_losses_and_the_potential_for_reduction_in_Switzerland,0
"Commentary:_Waste_Not,_Want_Not:_Can_Consumer__Behavior_Research_Help_Reduce_Food_Waste?*",0
Darian_Pearce,0
Total_and_per_capita_value_of_food_loss_in_the_United_States,0
M_Mourad,0
Food_Waste_in_School_Catering:_An_Italian_Case_Study,0
Food_Consumption_and_Waste_in_Kuwait:_the_Prospects_for_Demand-Side_Approach_to_Food_Security,0
"Øvrum,_A..",0
Simone_Mueller_Loose,0
"Phan,_T.T.H..",0
Sandro_Sillani,0
Scientist,0
"Food_Consumption_Dynamics_in_South/Southeast_Asia:_Changing_patterns,_practices_and_policies_among_“new_consumers”_in_India_and_the_Philippines",0
Laura_Devaney,0
Kristin_Magnussen,0
Resource_recovery_from_post-consumer_waste:_important_lessons_for_the_upcoming_circular_economy,0
KW_Cullen,0
S._Towprayoona,0
Poster,0
Liisa_Lähteenmäki,0
WRAP,0
A._Plepys,0
Stephen_Clune,0
Environmental_impact_of_packaging_and_food_losses_in_a_life_cycle_perspective:_a_comparative_analysis_of_five_food_items,0
https://hansard.parliament.uk/Lords/2011-12-12/debates/1112128000900/FoodWaste,0
What_a_Waste!_Exploring_the_Human_Reality_of_Food_Waste_from_the_Store_Manager’s_Perspective,0
Erwan_Saouter,0
"Mangan-Walker,_E..",0
Journal_of_Macromarketing,0
Victoria_C._Moré,0
"Wrzosek,_M.",0
Jennie_I_Macdiarmid,0
Jeffery_Sobal,0
Robert_Giegengack,0
E_Stø,0
Veranika_Lim,0
Wansink,0
The_University_of_Arizona,0
makeRecommendationsFor,0
Mia_M._Birau,0
Shores,0
Food_surplus_and_waste_hierarchy,0
Lord_Goldsmith,0
Group,0
87,0
f27dad70284dd4fb89d475092626a2100b4,0
It's_just_so_much_waste.'A_qualitative_investigation_of_food_waste_in_a_universal_free_School_Breakfast_Program,0
whole_supply_chain_food_waste,0
K_Yost,0
Frans_Silvenius,0
Target_Measure_Act_approach,0
Karolin_Schmidt,0
